full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Mohamed Tsouli,29,677718000,Botola Pro,2019/2020,Midfielder,Youssoufia Berrechid,108,30,78,Morocco,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1.67,54,36,54,0,1.67,-1,-1,-1,14
Mohamed Zrida,0,0,Botola Pro,2019/2020,Midfielder,Raja Casablanca,886,260,626,Morocco,12,3,8,0,0,0,0,0,0,0,0,5,0,5,8,4,4,3,0,0,0,0,0,0,0,0.81,111,74,295,0,0.3,153,133,-1,17
Mohammad El Fakih,30,634348800,Botola Pro,2019/2020,Midfielder,Khouribga,769,369,400,Morocco,14,3,4,2,1,1,0,0,0,2,0,5,4,1,8,1,7,4,0,0.23,0,0.23,0.24,0.23,385,0.94,96,55,192,0,0.47,45,163,-1,3
Mohammed Ali Bemammer,30,627436800,Botola Pro,2019/2020,Midfielder,FAR Rabat,1350,720,630,Morocco,15,8,7,0,0,0,0,0,0,0,0,3,3,0,15,6,9,5,1,0,0,0,0,0,0,1,90,90,225,0,0.4,273,167,-1,21
Mohammed Aziz,35,470793600,Botola Pro,2019/2020,Defender,RSB Berkane,1350,720,630,Morocco,15,8,7,5,5,0,0,0,0,2,0,8,2,6,7,6,1,4,0,0.33,0,0.33,0.63,0,270,0.47,193,90,338,0,0.27,25,14,8,1
Mohammed Farehane,24,832719600,Botola Pro,2019/2020,Midfielder,RSB Berkane,501,370,131,Morocco,11,4,2,0,0,0,0,0,0,0,0,8,2,6,1,1,0,2,0,0,0,0,0,0,0,0.18,501,46,251,0,0.36,205,139,-1,12
Mohammed Nahiri,28,688086000,Botola Pro,2019/2020,Defender,Wydad Casablanca,357,254,103,Morocco,5,3,1,1,0,1,0,0,0,0,0,1,0,1,2,2,0,0,0,0.25,0,0.25,0,0.87,357,0.5,179,71,0,0,0,38,120,12,14
Mohammed Naim,20,951955200,Botola Pro,2019/2020,Midfielder,Raja Casablanca,78,0,78,Morocco,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.15,78,78,0,0,0,-1,-1,-1,13
Mohammed Saidani,0,0,Botola Pro,2019/2020,Forward,Wydad Casablanca,152,13,139,Morocco,6,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,0,1.18,76,25,152,0,0.59,-1,-1,-1,22
Mohsine El Achir,30,636422400,Botola Pro,2019/2020,Defender,Moghreb Tétouan,960,540,420,Morocco,11,6,5,1,0,1,0,0,0,1,0,6,5,1,8,2,6,1,0,0.09,0,0.09,0,0.21,960,0.75,120,87,960,0,0.09,99,146,49,5
Mohsine Moutouali,34,510192000,Botola Pro,2019/2020,Midfielder,Raja Casablanca,1072,408,664,Morocco,14,4,8,2,1,1,0,0,0,1,0,8,4,4,7,1,6,1,0,0.17,0,0.17,0.22,0.14,536,0.59,153,77,1072,0,0.08,65,145,-1,6
Mokhtar Majid,32,568080000,Botola Pro,2019/2020,Goalkeeper,Olympic Safi,900,450,450,Morocco,10,5,5,0,0,0,0,0,0,0,0,2,2,0,10,4,6,1,1,0,0,0,0,0,0,1,90,90,450,0,0.2,316,1,76,10
Moncef Nahdi,22,885513600,Botola Pro,2019/2020,Forward,Rapide Oued Zem,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mouad Mouchtanim,0,0,Botola Pro,2019/2020,Midfielder,Raja Casablanca,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mouhamed Ouattara,27,731462400,Botola Pro,2019/2020,Defender,Olympic Safi,1520,800,720,Burkina Faso,17,9,8,1,0,1,0,0,0,0,0,7,5,2,15,7,8,3,0,0.06,0,0.06,0,0.13,1520,0.89,101,89,507,0,0.18,119,159,65,8
Mouhcine Mouhtadi,24,824515200,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,7,7,0,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,15
Mouhcine Naciri,29,664848000,Botola Pro,2019/2020,Forward,Youssoufia Berrechid,777,396,381,Morocco,12,5,5,1,0,1,0,0,0,0,0,1,1,0,14,10,4,2,0,0.12,0,0.12,0,0.24,777,1.62,56,65,389,0,0.23,88,281,-1,5
Mouhcine Rabja,30,636076800,Botola Pro,2019/2020,Defender,CR Khemis Zemamra,137,91,46,Morocco,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.31,69,34,0,0,0,-1,-1,-1,22
Mouhssine Iajour,35,487551600,Botola Pro,2019/2020,Forward,RSB Berkane,313,130,183,Morocco,6,1,1,1,1,0,0,0,0,0,0,3,0,3,6,2,4,0,0,0.29,0,0.29,0.69,0,313,1.73,52,52,0,0,0,31,113,-1,6
Mountassir Lahtimi,0,0,Botola Pro,2019/2020,Midfielder,FUS Rabat,54,54,0,Morocco,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,-1,-1,-1,11
Mourad Haibour,32,567993600,Botola Pro,2019/2020,Defender,Rapide Oued Zem,1710,900,810,Morocco,19,10,9,0,0,0,0,0,0,0,0,8,4,4,13,6,7,0,0,0,0,0,0,0,0,0.68,132,90,0,0,0,230,277,37,24
Mourad Izzem,0,0,Botola Pro,2019/2020,Goalkeeper,Moghreb Tétouan,270,90,180,Morocco,3,1,2,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0.67,135,90,0,0,0,-1,-1,-1,22
Mourad Kaaouach,27,723772800,Botola Pro,2019/2020,Defender,Youssoufia Berrechid,871,494,377,Morocco,12,5,4,0,0,0,0,0,0,0,0,0,0,0,18,11,7,1,0,0,0,0,0,0,0,1.86,48,73,871,0,0.1,235,290,129,26
Muhammed Badamosi,21,914716800,Botola Pro,2019/2020,Forward,FUS Rabat,1008,360,648,Gambia,18,3,6,4,2,2,0,0,0,0,0,7,3,4,8,5,3,3,0,0.36,0,0.36,0.5,0.28,252,0.71,126,56,336,0,0.27,21,187,-1,2
Mukoko Batezadio,27,719881200,Botola Pro,2019/2020,Forward,Ittihad Tanger,775,344,431,Congo DR,14,4,5,0,0,0,0,0,0,0,0,5,4,1,13,3,10,3,0,0,0,0,0,0,0,1.51,60,55,258,0,0.35,260,278,-1,24
Mustapha Camara,20,946684800,Botola Pro,2019/2020,Defender,Ittihad Tanger,163,0,163,Côte d'Ivoire,2,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,2.76,33,82,0,0,0,-1,-1,-1,28
Mustapha Chichane,0,0,Botola Pro,2019/2020,Defender,Difaâ El Jadida,639,452,187,Morocco,9,5,2,0,0,0,0,0,0,0,0,2,2,0,5,2,3,1,0,0,0,0,0,0,0,0.7,128,71,639,0,0.14,158,87,40,12
Mustapha El Ayadi,27,730771200,Botola Pro,2019/2020,Goalkeeper,Rapide Oued Zem,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Mustapha El Yousfi,28,684370800,Botola Pro,2019/2020,Midfielder,Moghreb Tétouan,810,472,338,Morocco,13,6,4,2,2,0,0,0,0,0,0,7,5,2,7,2,5,1,0,0.22,0,0.22,0.38,0,405,0.78,116,62,810,0,0.11,47,150,-1,3
N'Tji Amadou Samake,25,806194800,Botola Pro,2019/2020,Midfielder,Olympic Safi,126,65,61,Mali,6,0,0,1,1,0,0,0,0,1,0,4,3,1,1,1,0,0,0,0.71,0,0.71,1.38,0,126,0.71,126,21,0,0,0,-1,-1,-1,7
Nabil Jaadi,24,836175600,Botola Pro,2019/2020,Forward,Mouloudia Oujda,591,296,295,Morocco,12,4,2,4,3,1,0,0,0,1,0,1,1,0,7,4,3,1,0,0.61,0,0.61,0.91,0.31,148,1.07,84,49,591,0,0.15,4,21,-1,3
Najib El Mouatani,26,776732400,Botola Pro,2019/2020,Defender,Khouribga,1231,624,607,Morocco,15,7,6,2,1,1,0,0,0,0,0,4,3,1,14,5,9,5,1,0.15,0,0.15,0.14,0.15,616,1.02,88,82,205,0,0.44,77,148,81,2
Najib Koumya,26,764809200,Botola Pro,2019/2020,Defender,Khouribga,686,230,456,Morocco,10,2,5,0,0,0,0,0,0,0,0,2,0,2,13,7,6,1,0,0,0,0,0,0,0,1.71,53,69,686,0,0.13,186,200,126,32
Naoufel Zerhouni,24,811033200,Botola Pro,2019/2020,Midfielder,FUS Rabat,938,510,428,Morocco,13,6,4,2,1,1,0,0,0,0,0,3,2,1,9,7,2,3,0,0.19,0,0.19,0.18,0.21,469,0.86,104,72,313,0,0.29,55,191,-1,5
Nassereddine Taraina,29,654735600,Botola Pro,2019/2020,Midfielder,Mouloudia Oujda,25,0,25,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.6,25,25,0,0,0,-1,-1,-1,14
Nelson Omba Munganga,33,554338800,Botola Pro,2019/2020,Defender,Mouloudia Oujda,1620,630,990,Congo DR,18,7,11,0,0,0,0,0,0,0,0,6,3,3,12,4,8,3,0,0,0,0,0,0,0,0.67,135,90,540,0,0.17,295,243,32,22
Nelson Senkatuka,22,873846000,Botola Pro,2019/2020,Forward,Moghreb Tétouan,164,61,103,Uganda,6,1,1,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,1.1,82,27,0,0,0,-1,-1,-1,17
Nickson Clement Kibabage,0,0,Botola Pro,2019/2020,Defender,Difaâ El Jadida,0,0,0,Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nilmar Treika Mondesir Blé,28,699062400,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,1349,563,786,Côte d'Ivoire,16,6,9,1,1,0,0,0,0,0,0,6,2,4,12,5,7,2,0,0.07,0,0.07,0.16,0,1349,0.8,112,84,675,0,0.13,112,276,-1,6
Noah Wail Sadaoui,27,716425200,Botola Pro,2019/2020,Forward,Mouloudia Oujda,981,461,520,USA,17,5,6,8,4,4,0,0,0,2,0,6,3,3,7,3,4,4,0,0.73,0,0.73,0.78,0.69,123,0.64,140,58,245,0,0.37,1,257,-1,1
Nouaman Aarab,29,651625200,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,967,517,450,Morocco,12,6,5,2,2,0,0,0,0,0,0,4,4,0,9,1,8,2,0,0.19,0,0.19,0.35,0,484,0.84,107,81,484,0,0.19,54,180,-1,2
Noureddine Belgmiri,40,326761200,Botola Pro,2019/2020,Goalkeeper,Raja Beni Mellal,360,90,270,Morocco,4,1,3,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,1.75,51,90,0,0,0,145,32,127,19
Noureddine Moutataouia,0,0,Botola Pro,2019/2020,Midfielder,CR Khemis Zemamra,697,343,354,Morocco,13,3,4,0,0,0,0,0,0,0,0,1,1,0,9,3,6,5,1,0,0,0,0,0,0,1.16,77,54,139,0,0.65,223,307,-1,26
Noussair El Maimouni,29,667008000,Botola Pro,2019/2020,Midfielder,Mouloudia Oujda,29,0,29,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3.1,29,29,29,0,3.1,-1,-1,-1,10
Omar Arjoune,24,823132800,Botola Pro,2019/2020,Midfielder,Raja Casablanca,1123,414,709,Morocco,16,4,9,0,0,0,0,0,0,0,0,10,4,6,6,2,4,1,0,0,0,0,0,0,0,0.48,187,70,1123,0,0.08,126,134,-1,21
Omar Boutayeb,26,766710000,Botola Pro,2019/2020,Defender,Raja Casablanca,650,200,450,Morocco,8,2,5,0,0,0,0,0,0,0,0,7,2,5,1,1,0,2,1,0,0,0,0,0,0,0.14,650,81,325,0,0.28,133,23,3,26
Omar Jerrari,25,784771200,Botola Pro,2019/2020,Defender,FAR Rabat,1513,851,662,Morocco,18,10,8,0,0,0,0,0,0,0,0,5,4,1,14,6,8,4,1,0,0,0,0,0,0,0.83,108,84,378,0,0.24,240,171,57,23
Omar Nemssaoui,30,644454000,Botola Pro,2019/2020,Defender,RSB Berkane,1597,877,720,Morocco,18,10,8,3,2,1,0,0,0,0,0,9,3,6,12,7,5,2,0,0.17,0,0.17,0.21,0.13,532,0.68,133,89,799,0,0.11,64,16,35,2
Omar Sarbout,31,607561200,Botola Pro,2019/2020,Defender,Raja Beni Mellal,46,46,0,Morocco,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.96,46,46,0,0,0,-1,-1,-1,20
Omar Tahloucht,30,632448000,Botola Pro,2019/2020,Defender,Rapide Oued Zem,1414,630,784,Morocco,16,7,9,0,0,0,0,0,0,0,0,7,3,4,10,3,7,5,1,0,0,0,0,0,0,0.64,141,88,283,0,0.32,281,39,30,13
Orji okagbue,28,697593600,Botola Pro,2019/2020,Midfielder,Mouloudia Oujda,258,90,168,Nigeria,3,1,2,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0.35,258,86,0,0,0,-1,-1,-1,15
Oussama El Ghrib,33,537667200,Botola Pro,2019/2020,Defender,Khouribga,400,138,262,Morocco,6,1,3,0,0,0,0,0,0,0,0,2,2,0,4,0,4,2,0,0,0,0,0,0,0,0.9,100,67,200,0,0.45,179,102,67,15
Oussama Gareh,21,921628800,Botola Pro,2019/2020,Midfielder,FUS Rabat,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Oussama Hafari,0,0,Botola Pro,2019/2020,Forward,Youssoufia Berrechid,546,212,334,Morocco,13,2,4,2,1,1,0,0,0,0,0,1,0,1,8,5,3,1,0,0.33,0,0.33,0.42,0.27,273,1.32,68,42,546,0,0.16,26,140,-1,3
Oussama Halfi,28,697507200,Botola Pro,2019/2020,Forward,Moghreb Tétouan,115,42,73,Morocco,9,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,2,0,0,0,0,0,0,0,0,1.57,58,13,0,0,0,-1,-1,-1,24
Oussama Mezgouri,32,576802800,Botola Pro,2019/2020,Midfielder,Khouribga,593,321,272,Morocco,10,3,3,0,0,0,0,0,0,0,0,2,2,0,10,4,6,0,0,0,0,0,0,0,0,1.52,59,59,0,0,0,147,217,-1,29
Oussama Soukhal,0,0,Botola Pro,2019/2020,Defender,Raja Casablanca,360,90,270,Morocco,4,1,3,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,0,0,0,0,0,0,0,1.25,72,90,360,0,0.25,171,111,100,11
Ousseynou Boye,27,715820400,Botola Pro,2019/2020,Forward,Khouribga,292,97,195,Senegal,6,1,1,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,0,0,0,0,0,1.85,49,49,0,0,0,175,106,-1,9
Patrick Kaddu,24,810687600,Botola Pro,2019/2020,Forward,RSB Berkane,283,119,164,Uganda,5,2,2,0,0,0,0,0,0,0,0,3,1,2,2,1,1,1,0,0,0,0,0,0,0,0.64,142,57,283,0,0.32,199,8,-1,18
Rachid Abouzhar,29,671065200,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,1321,709,612,Morocco,17,8,6,0,0,0,0,0,0,0,0,8,4,4,10,5,5,6,0,0,0,0,0,0,0,0.68,132,78,220,0,0.41,233,252,-1,21
Rachid Ait Hammou,31,618706800,Botola Pro,2019/2020,Forward,Raja Beni Mellal,404,207,197,Morocco,13,1,1,1,1,0,0,0,0,0,0,4,3,1,4,3,1,0,0,0.22,0,0.22,0.43,0,404,0.89,101,31,0,0,0,46,29,-1,5
Reda Bounaga,31,599616000,Botola Pro,2019/2020,Goalkeeper,Moghreb Tétouan,1440,720,720,Morocco,16,8,8,0,0,0,0,0,0,0,0,8,6,2,12,3,9,3,0,0,0,0,0,0,0,0.75,120,90,480,0,0.19,297,219,47,11
Reda Hajhouj,26,773103600,Botola Pro,2019/2020,Forward,Khouribga,1515,835,680,Morocco,18,10,8,9,5,4,0,0,0,5,0,6,4,2,19,10,9,0,0,0.53,0,0.53,0.54,0.53,168,1.13,80,84,0,0,0,7,234,-1,1
Rédà Jaadi,25,792720000,Botola Pro,2019/2020,Midfielder,FUS Rabat,1444,678,766,Belgium,17,8,9,0,0,0,0,0,0,0,0,6,2,4,13,9,4,6,1,0,0,0,0,0,0,0.81,111,85,241,0,0.37,248,193,-1,21
Reda Lakhmidi,0,0,Botola Pro,2019/2020,Midfielder,Difaâ El Jadida,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Reda Mhannaoui,0,0,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,248,90,158,Morocco,3,1,2,0,0,0,0,0,0,0,0,1,0,1,6,4,2,2,0,0,0,0,0,0,0,2.18,41,83,124,0,0.73,-1,-1,-1,9
Reda Slim,0,0,Botola Pro,2019/2020,Forward,FAR Rabat,372,192,180,Morocco,6,2,2,0,0,0,0,0,0,0,0,1,1,0,4,1,3,3,0,0,0,0,0,0,0,0.97,93,62,124,0,0.73,242,161,-1,18
Reda Zahraoui,28,686790000,Botola Pro,2019/2020,Midfielder,Olympic Safi,829,450,379,Morocco,17,7,5,0,0,0,0,0,0,0,0,7,5,2,8,5,3,0,0,0,0,0,0,0,0,0.87,104,49,0,0,0,201,199,-1,15
Rédah Atassi,29,669081600,Botola Pro,2019/2020,Defender,Hassania Agadir,563,374,189,Morocco,8,4,2,0,0,0,0,0,0,0,0,1,1,0,8,5,3,1,0,0,0,0,0,0,0,1.28,70,70,563,0,0.16,176,105,103,11
Redouane El Mrabet,35,484873200,Botola Pro,2019/2020,Defender,Ittihad Tanger,318,167,151,Morocco,5,1,2,0,0,0,0,0,0,0,0,3,3,0,5,0,5,1,0,0,0,0,0,0,0,1.42,64,64,318,0,0.28,250,293,113,20
Redouane Touami,0,0,Botola Pro,2019/2020,Forward,Khouribga,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Redouane Zerzouri,31,609634800,Botola Pro,2019/2020,Midfielder,Raja Beni Mellal,74,74,0,France,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.22,74,37,0,0,0,-1,-1,-1,14
Riad Idbouiguiguine,24,826588800,Botola Pro,2019/2020,Midfielder,Raja Casablanca,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ricky Tulengi Sindani,27,728611200,Botola Pro,2019/2020,Midfielder,Difaâ El Jadida,50,50,0,Congo DR,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1.8,50,25,0,0,0,-1,-1,-1,15
Robert Brito Luciano,32,558054000,Botola Pro,2019/2020,Forward,CR Khemis Zemamra,6,0,6,Brazil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,23
Saad Ait Khorsa,26,757555200,Botola Pro,2019/2020,Defender,FUS Rabat,1510,717,793,Morocco,17,8,9,3,2,1,0,0,0,0,0,5,2,3,13,9,4,8,1,0.18,0,0.18,0.25,0.11,503,0.77,116,89,189,0,0.48,56,272,52,4
Saad Lagrou,28,695260800,Botola Pro,2019/2020,Defender,Khouribga,1087,470,617,Morocco,13,6,6,0,0,0,0,0,0,0,0,4,2,2,15,7,8,2,0,0,0,0,0,0,0,1.24,72,84,544,0,0.17,128,216,96,31
Saad Lamti,30,637545600,Botola Pro,2019/2020,Midfielder,CR Khemis Zemamra,1131,486,645,Morocco,17,6,7,1,0,1,0,0,0,0,0,2,2,0,17,6,11,2,0,0.08,0,0.08,0,0.14,1131,1.35,67,67,566,0,0.16,106,309,-1,10
Saad Morsli,22,890006400,Botola Pro,2019/2020,Midfielder,Hassania Agadir,609,239,370,Morocco,11,2,4,0,0,0,0,0,0,0,0,1,1,0,10,4,6,1,0,0,0,0,0,0,0,1.48,61,55,609,0,0.15,182,93,-1,13
Saber El Ghanjaoui,27,715820400,Botola Pro,2019/2020,Midfielder,Mouloudia Oujda,1073,365,708,Morocco,13,5,8,1,0,1,0,0,0,0,0,4,1,3,8,3,5,2,0,0.08,0,0.08,0,0.13,1073,0.67,134,83,537,0,0.17,105,242,-1,8
Said Grada,33,553561200,Botola Pro,2019/2020,Midfielder,Youssoufia Berrechid,1014,477,537,Morocco,14,5,7,1,0,1,0,0,0,1,0,4,3,1,8,2,6,2,1,0.09,0,0.09,0,0.17,1014,0.71,127,72,338,0,0.27,101,310,-1,6
Saifeddine Bouhra,20,952214400,Botola Pro,2019/2020,Midfielder,Rapide Oued Zem,962,482,480,Morocco,17,5,6,3,0,3,0,0,0,0,0,8,4,4,5,2,3,0,0,0.28,0,0.28,0,0.56,321,0.47,192,57,0,0,0,33,251,-1,2
Saifeddine Kahlaoui,0,0,Botola Pro,2019/2020,Midfielder,Olympic Safi,532,236,296,Morocco,9,3,3,0,0,0,0,0,0,0,0,3,2,1,8,4,4,1,0,0,0,0,0,0,0,1.35,67,59,532,0,0.17,193,203,-1,11
Salah Damine,25,796604400,Botola Pro,2019/2020,Midfielder,Khouribga,7,7,0,Morocco,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,11
Salah Eddine Benabid,26,757382400,Botola Pro,2019/2020,Midfielder,FAR Rabat,213,93,120,Morocco,7,1,1,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0.85,107,30,0,0,0,-1,-1,-1,13
Salah Eddine Saidi,33,539568000,Botola Pro,2019/2020,Midfielder,Wydad Casablanca,270,180,90,Morocco,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,19
Salah-eddine Benyachou,0,0,Botola Pro,2019/2020,Midfielder,Olympic Safi,23,0,23,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,-1,-1,-1,22
Salahdin Bahi,26,757382400,Botola Pro,2019/2020,Midfielder,FAR Rabat,70,0,70,Morocco,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,2.57,35,35,70,0,1.29,-1,-1,-1,20
Salaheddine El Hamani,23,867538800,Botola Pro,2019/2020,Forward,Moghreb Tétouan,2,0,2,Morocco,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,-1,18
Salaheddine Lebrazi,0,0,Botola Pro,2019/2020,Goalkeeper,Raja Beni Mellal,0,0,0,Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Saleh Al Taher,28,694224000,Botola Pro,2019/2020,Forward,Ittihad Tanger,207,189,18,Libya,5,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,-1,-1,-1,22
Salif Ibrahim Coulibaly,24,819849600,Botola Pro,2019/2020,Defender,Rapide Oued Zem,450,270,180,Mali,5,3,2,0,0,0,0,0,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,0,0,1,90,90,0,0,0,231,258,77,23
Salim Ndao,29,667008000,Botola Pro,2019/2020,Midfielder,Mouloudia Oujda,365,158,207,Morocco,9,2,4,0,0,0,0,0,0,0,0,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0.99,91,41,0,0,0,296,241,-1,21
Salman Ouald El Haj,31,591404400,Botola Pro,2019/2020,Forward,Rapide Oued Zem,463,231,232,Morocco,8,3,2,0,0,0,0,0,0,0,0,3,1,2,4,3,1,3,0,0,0,0,0,0,0,0.78,116,58,154,0,0.58,156,115,-1,9
Samir Ouidare,29,654649200,Botola Pro,2019/2020,Midfielder,RSB Berkane,248,68,180,Morocco,6,1,2,0,0,0,0,0,0,0,0,2,1,1,5,1,4,2,0,0,0,0,0,0,0,1.81,50,41,124,0,0.73,-1,-1,-1,10
Sanad Al-Warfali,28,698284800,Botola Pro,2019/2020,Midfielder,Raja Casablanca,1117,542,575,Libya,15,6,7,0,0,0,0,0,0,0,0,9,4,5,7,4,3,0,0,0,0,0,0,0,0,0.56,160,74,0,0,0,152,25,-1,28
Sanga Topio Coulibaly,32,587775600,Botola Pro,2019/2020,Midfielder,Youssoufia Berrechid,33,0,33,Côte d'Ivoire,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5.45,17,11,0,0,0,-1,-1,-1,19
Sansan Hassamy Dah,26,757987200,Botola Pro,2019/2020,Forward,Khouribga,327,124,203,Burkina Faso,7,2,2,0,0,0,0,0,0,0,0,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0.83,109,47,0,0,0,136,233,-1,28
Sékou Ahmed Camara,22,874969200,Botola Pro,2019/2020,Forward,Difaâ El Jadida,326,205,121,Guinea,7,2,1,1,1,0,0,0,0,0,0,2,2,0,1,0,1,2,1,0.28,0,0.28,0.44,0,326,0.28,326,47,109,0,0.83,32,66,-1,10
Sibiri Alain Traoré,31,599529600,Botola Pro,2019/2020,Midfielder,RSB Berkane,492,338,154,Burkina Faso,10,5,2,1,1,0,0,0,0,0,0,4,1,3,7,4,3,0,0,0.18,0,0.18,0.27,0,492,1.28,70,49,0,0,0,57,5,-1,9
Sidi Mohamed Keita,29,658972800,Botola Pro,2019/2020,Forward,Raja Beni Mellal,99,90,9,Mali,4,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1.82,50,25,0,0,0,-1,-1,-1,23
Simon Happygod Msuva,26,749516400,Botola Pro,2019/2020,Forward,Difaâ El Jadida,1421,884,537,Tanzania,16,10,6,1,1,0,0,0,0,0,0,6,5,1,10,4,6,2,0,0.06,0,0.06,0.1,0,1421,0.63,142,89,711,0,0.13,118,71,-1,6
Sofian El Moudane,26,763776000,Botola Pro,2019/2020,Midfielder,Ittihad Tanger,698,270,428,France,8,3,5,1,1,0,0,0,0,0,0,2,1,1,13,6,7,2,1,0.13,0,0.13,0.33,0,698,1.68,54,87,349,0,0.26,84,98,-1,3
